Client Unique ID,Client ID,Client Age at Entry,Client Age at Exit,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,age_cat,race_cat,ethnicity_cat,veteran_cat
gbam01161984g626b420,503404,35.0,35.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
rjnm02171963r263j520,503403,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,55 to 59 years,Black or African American,Not Hispanic or Latino,Civilian veteran
rsem03181975r240s142,325687,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
sflf06281978s600f453,390304,40.0,40.0,Female,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
zmnm08211981z650m520,377361,37.0,37.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
bwnf01221952b616w523,449483,67.0,67.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
tryf07281995t525r236,503687,23.0,24.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
eadf06181978e421a536,503686,40.0,40.0,Female,American Indian or Alaska Native ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,American Indian and Alaska Native,Not Hispanic or Latino,Non veteran
edvm05101952e652d120,503688,66.0,66.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,Black or African American,Not Hispanic or Latino,Civilian veteran
ccam11201959c642c615,503401,59.0,59.0,Male,White ,Non-Hispanic/Non-Latino ,Yes ,55 to 59 years,White,Not Hispanic or Latino,Civilian veteran
asim08271997a535s530,504096,21.0,21.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
kwlm11161984k150w452,172651,34.0,34.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
mcam11261951m240c636,398673,67.0,67.0,Male,White ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,White,Not Hispanic or Latino,Civilian veteran
dvwm12071984d540v420,470290,34.0,34.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
jrgm10181975j500r262,500865,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
rdmm10051988r263d560,504198,30.0,30.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
ssaf02051970s600s610,176580,49.0,49.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
tkrm06061960t500k624,175579,58.0,58.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
cbkm06081990c642b260,504524,28.0,28.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
tclm07281987t530c452,181032,31.0,31.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
thrm03061997t620h635,504523,21.0,22.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
pglm04071969p362g435,83059,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
awlm09011997a524w426,504522,21.0,21.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
acnm10121971a536c540,312758,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
twlf12141971t500w460,502389,47.0,47.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
jhmm07211960j500h543,351045,58.0,58.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
tbam05151960t600b653,104087,58.0,59.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
ssmm07141986s500s552,494863,32.0,32.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
mjnf02291996m600j520,445011,23.0,23.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
jawm08191965j160a336,488547,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
lcnm11151958l143c536,285164,60.0,60.0,Male,Black or African American ,Hispanic/Latino ,No ,60 to 64 years,Black or African American,Hispanic or Latino (of any race),Non veteran
wtom06181950w400t610,184832,68.0,68.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
qwlm10071990q560w452,499238,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
khrm04271997k250h616,407506,21.0,21.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
enbm09021970e300n162,474630,48.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dpem10161961d500p620,505061,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
mhlm09221990m220h400,436540,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
dmcm01311993d620m245,505060,26.0,26.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
lwlf05301999l532w420,437096,19.0,19.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,15 to 19 years,Black or African American,Not Hispanic or Latino,Non veteran
rnlm09121992r254n450,505236,26.0,26.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
jwlf12161960j400w430,430244,58.0,58.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
asnm08171984a365s522,215080,34.0,34.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
djhm02021973d550j525,331491,46.0,46.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
ljrm01221972l553j635,168456,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jhlm01041971j535h452,194756,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
cfem04011974c642f655,359310,44.0,44.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
dsim01241993d552s530,301301,26.0,26.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
wbom12281956w450b650,434832,62.0,62.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
adum07171954a416d655,481111,64.0,65.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
gglm10211979g600g400,476137,39.0,39.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
bshf01291961b653s550,469076,58.0,58.0,Female,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
crom01211962c623r300,177187,57.0,57.0,Male,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
mdnm12241952m240d540,506345,66.0,66.0,Male,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
ehlm09221966e362h430,9273,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
whlm09201961w450h400,286184,57.0,57.0,Male,White ,Non-Hispanic/Non-Latino ,Yes ,55 to 59 years,White,Not Hispanic or Latino,Civilian veteran
radm03041988r254a536,506343,31.0,31.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
spuf03211954s640p630,506344,65.0,65.0,Female,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
prhf03021992p652r550,506360,27.0,27.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
cnbf03071978c640n162,481146,41.0,41.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
cjnm07211967c100j520,197176,51.0,51.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
cfem04011974c642f655,359310,44.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
dbym01111963d130b653,86177,56.0,56.0,Male,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
ltom04191952l200t520,421813,66.0,67.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,Black or African American,Not Hispanic or Latino,Civilian veteran
tawm08011973t652a336,19229,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dmcm05051983d540m260,169422,35.0,35.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
smlm04011974s540m415,326073,44.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
egrf12241982e620g650,187841,36.0,36.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
cohf02011960c530o355,395548,59.0,59.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
zmnm08211981z650m520,377361,37.0,37.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
hbcf01091998h300b230,420293,21.0,21.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
fsrm08301952f630s363,352986,66.0,67.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
belm02191962b400e420,392904,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
cgef08221965c640g656,194712,53.0,53.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
wdvm10151968w450d120,503164,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
bprm03071963b500p626,177392,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
lrvm06291969l200r160,145480,49.0,49.0,Male,Client doesn't know ,Hispanic/Latino ,No ,45 to 54 years,Other,Hispanic or Latino (of any race),Non veteran
msem09231998m425s162,507702,20.0,20.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
jlnm03211951j520l500,167911,68.0,68.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,Black or African American,Not Hispanic or Latino,Civilian veteran
ssom07101969s315s300,474647,49.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
crmm12251960c623r542,220580,58.0,58.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
cdvf06181954c640d120,507760,64.0,65.0,Female,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
ftof03251974f652t520,172490,45.0,45.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
lbof12181958l530b655,391309,60.0,60.0,Female,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
lltf02081970l240l340,353160,49.0,49.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
nbcm02091964n354b255,482007,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
jcom03011970j160c623,93176,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
fgam10071979f636g653,259367,39.0,39.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
mwam12181971m620w400,392703,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
gpef10121984g536p620,218579,34.0,34.0,Female,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
asnf08171978a500s522,490732,40.0,40.0,Female,White ,Hispanic/Latino ,No ,35 to 44 years,White,Hispanic or Latino (of any race),Non veteran
esef11081952e450s650,2054,66.0,66.0,Female,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
gbam01161984g626b420,503404,35.0,35.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
mgam05151964m240g600,360237,54.0,54.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
vfsm06121998v236f236,503355,20.0,20.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
khrm04271997k250h616,407506,21.0,21.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
rhrm01231991r500h630,429150,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
jdaf01251998j652d200,508714,21.0,21.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
jrdf07021984j220r300,479756,34.0,34.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
lwtm10011973l550w325,436993,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
swsm03131968s500w240,508715,51.0,51.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jalm10061970j500a450,508716,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mgam11281958m240g655,303331,60.0,60.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
rdum09271971r263d242,508717,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dsem10051958d520s130,508718,60.0,60.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
wbom04101964w150b650,2465,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
jdnm09121990j210d550,498153,28.0,28.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
blcm05261948b400l250,483566,70.0,70.0,Male,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
dbim07241988d650b500,472573,30.0,30.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
hmim01241995h620m253,508724,24.0,24.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
khym06181969k150h200,494261,49.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
ctom01151977c412t512,477611,42.0,42.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
strm12211990s300t610,508723,28.0,28.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
mwtm11191961m240w325,165623,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
cgrm12231969c623g635,160957,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
shlm03011969s315h400,508798,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
mjnm11041960m240j525,508797,58.0,58.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
vsif09281968v460s530,508838,50.0,50.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
phim08131963p400h600,222730,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
soem09071999s455o520,507761,19.0,19.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,15 to 19 years,Black or African American,Not Hispanic or Latino,Non veteran
smlm03301954s540m415,296887,65.0,65.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
cfrm04121978c640f640,296485,41.0,41.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
ksrm06251967k400s363,509237,51.0,51.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
ejhf07241947e652j525,509239,71.0,71.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
asrf06111967a500s363,503859,51.0,51.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
jgam02181960j200g420,309394,59.0,59.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
mfrf11121953m630f640,405886,65.0,65.0,Female,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
jeam08091956j500e152,501346,62.0,62.0,Male,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
cfem04011974c642f655,359310,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
sfef09051966s645f655,509654,52.0,52.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
dhrm09141970d150h652,68560,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jlbm01291973j500l152,306744,46.0,46.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
ejnm09171982e620j520,169182,36.0,36.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
cwlm08121971c416w452,509783,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
spnm12091984s500p536,198302,34.0,34.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
ahdf04151995a524h325,6936,24.0,24.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
bbof06271973b635b620,509870,45.0,46.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
esif09251965e652s530,509869,53.0,53.0,Female,American Indian or Alaska Native ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,American Indian and Alaska Native,Not Hispanic or Latino,Civilian veteran
awlm02191995a552w452,509874,24.0,24.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
bbnm12061962b500b525,509873,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,55 to 59 years,Black or African American,Not Hispanic or Latino,Civilian veteran
rwlm03181964r254w452,402130,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
mbom09281982m240b630,445243,36.0,36.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
jsmm03061994j612s520,315493,25.0,25.0,Male,Black or African American ,Data not collected ,No ,25 to 34 years,Black or African American,Data not collected,Non veteran
zhim11011991z260h600,467632,27.0,27.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
rprm07161959r550p620,209331,59.0,59.0,Male,White ,Hispanic/Latino ,No ,55 to 59 years,White,Hispanic or Latino (of any race),Non veteran
mrnm08161978m240r525,284759,40.0,40.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
etrm08271974e562t620,204770,44.0,44.0,Male,White ,Hispanic/Latino ,No ,35 to 44 years,White,Hispanic or Latino (of any race),Non veteran
dgdm04101977d150g316,481110,42.0,42.0,Male,American Indian or Alaska Native ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,American Indian and Alaska Native,Not Hispanic or Latino,Non veteran
jigm01131990j240i526,460680,29.0,29.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
mtlm08311949m622t460,322898,69.0,70.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
jwnm02191949j200w523,123882,70.0,70.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,Black or African American,Not Hispanic or Latino,Civilian veteran
ssmm07141986s500s552,494863,32.0,32.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
llwm09201985l652l200,202524,33.0,33.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
wmxt05201970w450m240,510435,48.0,49.0,Trans Female (MTF or Male to Female),White ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,White,Not Hispanic or Latino,Civilian veteran
jmrm02121969j500m630,510453,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
mtyf01141974m520t460,510454,45.0,45.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
loef04281965l200o253,258810,54.0,54.0,Female,American Indian or Alaska Native ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,American Indian and Alaska Native,Not Hispanic or Latino,Non veteran
llof11281937l400l520,204290,81.0,81.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,75 to 84 years,Black or African American,Not Hispanic or Latino,Non veteran
mmcf03211978m240m260,444764,41.0,41.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
rknm11131982r500k520,194903,36.0,36.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
aram11041956a223r100,439931,62.0,62.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,60 to 64 years,Black or African American,Not Hispanic or Latino,Civilian veteran
cfrm04121978c640f640,296485,41.0,41.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
jewm11291970j200e363,268404,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jcum05021987j250c400,510543,32.0,32.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
khrm04271997k250h616,407506,22.0,22.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
tmom04081955t530m600,209444,64.0,64.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,60 to 64 years,Black or African American,Not Hispanic or Latino,Civilian veteran
rsem05101957r150s163,510546,62.0,62.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
rbmm04251977r362b516,510550,42.0,42.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
